age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
48,services,divorced,basic.6y,,yes,no,telephone,jun,tue,8,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
29,admin.,married,,no,,,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
24,,single,university.degree,no,no,no,cellular,jun,tue,1,3,2,success,-2.9,92.963,-40.8,1.262,5076.2
51,technician,married,basic.9y,,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
70,retired,married,high.school,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2
42,technician,married,basic.9y,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
30,blue-collar,single,basic.9y,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8
60,retired,divorced,professional.course,no,yes,no,cellular,sep,thu,1,999,2,failure,-3.4,92.379,-29.8,0.743,5017.5
58,blue-collar,married,professional.course,,no,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
31,technician,married,professional.course,,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
30,technician,single,professional.course,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
37,technician,single,university.degree,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
39,admin.,married,university.degree,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
45,technician,married,high.school,no,yes,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
50,self-employed,married,basic.9y,,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
49,admin.,married,university.degree,no,yes,no,telephone,aug,fri,1,999,0,nonexistent,-1.7,94.027,-38.3,0.89,4991.6
32,blue-collar,married,high.school,no,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
45,admin.,single,high.school,no,yes,no,cellular,apr,thu,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1
32,admin.,single,high.school,no,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
42,admin.,single,university.degree,,yes,yes,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
31,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
27,retired,single,basic.9y,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
31,admin.,single,basic.9y,no,yes,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
38,technician,married,university.degree,no,yes,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
30,entrepreneur,divorced,high.school,no,no,no,telephone,nov,fri,3,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8
46,entrepreneur,married,university.degree,no,yes,yes,cellular,apr,thu,5,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
62,retired,married,professional.course,no,yes,no,cellular,aug,tue,3,6,1,success,-2.9,92.201,-31.4,0.838,5076.2
42,admin.,divorced,high.school,no,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
33,admin.,divorced,high.school,no,no,no,cellular,mar,thu,2,999,0,nonexistent,-1.8,92.843,-50.0,1.757,5099.1
49,admin.,divorced,high.school,no,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
31,technician,single,university.degree,no,yes,no,cellular,apr,thu,1,5,1,success,-1.8,93.075,-47.1,1.365,5099.1
24,services,married,high.school,no,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
48,technician,married,,,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
43,admin.,married,high.school,no,yes,no,cellular,aug,tue,2,3,2,success,-2.9,92.201,-31.4,0.838,5076.2
31,technician,single,university.degree,no,no,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
30,admin.,married,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
32,,married,basic.6y,,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
30,admin.,married,high.school,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
57,admin.,divorced,,,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
52,blue-collar,divorced,basic.9y,no,yes,no,telephone,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
41,services,single,high.school,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
49,admin.,divorced,high.school,no,yes,no,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8
40,blue-collar,married,,,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
51,entrepreneur,married,professional.course,,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
51,management,divorced,university.degree,no,yes,no,cellular,may,thu,3,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1
59,self-employed,married,university.degree,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
29,admin.,single,basic.9y,,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
25,student,single,high.school,no,no,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
26,blue-collar,married,high.school,no,no,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
47,admin.,married,university.degree,no,no,no,cellular,sep,fri,3,999,1,failure,-3.4,92.379,-29.8,0.803,5017.5
37,blue-collar,single,basic.9y,,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
26,admin.,single,high.school,no,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
35,housemaid,married,university.degree,,no,yes,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
55,housemaid,married,basic.4y,no,yes,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
29,admin.,single,university.degree,no,no,no,cellular,sep,tue,2,3,3,success,-1.1,94.199,-37.5,0.88,4963.6
42,admin.,single,university.degree,,yes,yes,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
47,self-employed,married,basic.4y,,,,telephone,jun,tue,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
27,admin.,single,high.school,no,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
58,services,married,high.school,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
36,admin.,married,university.degree,no,no,no,cellular,oct,fri,1,999,2,failure,-3.4,92.431,-26.9,0.739,5017.5
38,blue-collar,married,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
39,blue-collar,married,basic.9y,no,yes,yes,telephone,jul,fri,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
28,blue-collar,married,basic.4y,,yes,no,cellular,jul,thu,9,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
33,admin.,married,university.degree,no,yes,no,cellular,mar,wed,3,4,1,success,-1.8,93.369,-34.8,0.655,5008.7
30,entrepreneur,single,university.degree,no,yes,yes,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
26,blue-collar,single,high.school,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
43,admin.,married,university.degree,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
32,blue-collar,married,professional.course,,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
45,admin.,married,high.school,no,no,no,cellular,aug,mon,8,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
32,technician,married,basic.9y,no,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
47,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
36,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
44,blue-collar,married,basic.4y,,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
51,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
45,technician,divorced,high.school,no,yes,no,telephone,oct,tue,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8
39,blue-collar,married,basic.9y,,yes,no,telephone,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1
30,admin.,single,university.degree,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
25,student,single,high.school,no,yes,yes,cellular,may,mon,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
44,admin.,single,basic.9y,,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
34,admin.,married,high.school,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
37,admin.,single,university.degree,no,yes,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
55,retired,married,high.school,,yes,yes,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
27,blue-collar,married,basic.9y,,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
65,retired,married,basic.4y,no,yes,yes,cellular,oct,mon,1,3,1,success,-1.1,94.601,-49.5,0.977,4963.6
45,services,married,high.school,,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
47,technician,married,university.degree,no,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
33,technician,married,high.school,no,no,no,telephone,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
27,technician,married,professional.course,no,yes,yes,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
40,entrepreneur,married,university.degree,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
46,technician,married,university.degree,no,no,no,cellular,may,fri,7,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1
36,admin.,single,university.degree,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
33,blue-collar,married,basic.4y,,no,no,telephone,jun,fri,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
28,housemaid,single,basic.6y,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
53,self-employed,married,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
40,entrepreneur,married,basic.9y,no,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
39,admin.,married,high.school,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
50,,married,,no,no,no,cellular,oct,wed,1,8,3,failure,-3.4,92.431,-26.9,0.74,5017.5
25,student,single,high.school,no,no,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
27,self-employed,single,university.degree,no,no,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,93.369,-34.8,0.636,5008.7
32,blue-collar,married,basic.9y,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
45,blue-collar,married,basic.4y,no,no,no,telephone,jun,wed,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
41,services,single,basic.9y,no,no,no,cellular,nov,thu,5,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8
39,admin.,married,university.degree,no,yes,no,cellular,may,mon,7,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
70,retired,married,basic.4y,no,no,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
69,retired,divorced,basic.4y,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
34,entrepreneur,single,university.degree,no,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
49,blue-collar,married,basic.9y,,yes,no,cellular,may,tue,6,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1
41,admin.,divorced,high.school,,yes,yes,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
43,management,married,university.degree,,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1
37,admin.,married,university.degree,,yes,no,telephone,jun,wed,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
36,admin.,married,basic.9y,no,no,yes,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
56,retired,married,basic.4y,no,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
30,admin.,married,university.degree,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
59,blue-collar,married,basic.4y,no,yes,yes,cellular,mar,tue,4,999,0,nonexistent,-1.8,92.843,-50.0,1.51,5099.1
26,unemployed,married,high.school,no,yes,no,cellular,jul,fri,7,999,0,nonexistent,-1.7,94.215,-40.3,0.822,4991.6
42,technician,married,university.degree,no,no,yes,cellular,jul,wed,2,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2
32,admin.,single,university.degree,no,no,yes,cellular,jul,thu,8,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
45,blue-collar,married,basic.6y,,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
53,blue-collar,married,professional.course,no,yes,no,cellular,nov,mon,3,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8
38,student,single,university.degree,no,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
42,blue-collar,married,basic.4y,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
26,self-employed,single,university.degree,no,yes,no,cellular,aug,mon,2,999,1,failure,-2.9,92.201,-31.4,0.821,5076.2
34,admin.,married,university.degree,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
19,student,single,basic.9y,no,no,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
54,housemaid,married,basic.4y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
30,admin.,single,professional.course,no,no,no,telephone,aug,mon,1,999,0,nonexistent,-1.7,94.027,-38.3,0.891,4991.6
28,services,single,basic.9y,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
29,technician,married,professional.course,no,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
48,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
38,blue-collar,married,,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
34,admin.,married,university.degree,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
48,self-employed,married,university.degree,,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
59,retired,married,high.school,,no,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
58,retired,divorced,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
49,admin.,married,university.degree,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
28,admin.,single,university.degree,no,yes,no,cellular,oct,mon,4,17,3,failure,-1.1,94.601,-49.5,1.032,4963.6
49,blue-collar,married,basic.4y,,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
38,technician,married,university.degree,no,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
49,admin.,married,university.degree,no,yes,yes,cellular,apr,tue,2,999,3,failure,-1.8,93.749,-34.6,0.644,5008.7
45,admin.,married,high.school,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
32,technician,married,professional.course,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
30,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
37,admin.,married,university.degree,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-1.1,94.767,-50.8,1.028,4963.6
49,services,married,basic.6y,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
32,admin.,married,university.degree,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
36,self-employed,married,university.degree,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1
34,entrepreneur,married,professional.course,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
34,blue-collar,married,basic.6y,,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
20,student,single,,no,yes,no,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.749,-34.6,0.646,5008.7
36,blue-collar,married,basic.6y,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
34,self-employed,married,university.degree,no,no,no,cellular,oct,wed,1,5,3,failure,-3.4,92.431,-26.9,0.74,5017.5
44,blue-collar,married,professional.course,no,yes,no,cellular,jun,fri,3,3,1,success,-2.9,92.963,-40.8,1.268,5076.2
43,admin.,divorced,university.degree,no,no,yes,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
35,blue-collar,married,basic.4y,no,no,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
32,admin.,single,university.degree,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
40,technician,married,high.school,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
35,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
41,admin.,married,high.school,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
58,technician,married,basic.4y,no,no,yes,cellular,oct,wed,2,4,2,success,-3.4,92.431,-26.9,0.74,5017.5
27,services,married,professional.course,no,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
29,technician,married,professional.course,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
41,management,married,high.school,no,no,no,cellular,may,mon,1,999,2,failure,-1.8,92.893,-46.2,1.244,5099.1
36,blue-collar,single,basic.9y,,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
48,services,married,high.school,no,yes,yes,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
56,management,married,basic.9y,no,yes,yes,cellular,nov,fri,2,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8
29,technician,single,professional.course,no,yes,no,cellular,jun,wed,2,6,1,success,-1.7,94.055,-39.8,0.704,4991.6
54,services,married,basic.4y,no,yes,no,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
28,services,married,high.school,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
25,services,divorced,high.school,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
26,housemaid,single,high.school,,yes,yes,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
44,services,married,basic.9y,no,yes,yes,cellular,aug,fri,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
44,technician,single,university.degree,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
46,blue-collar,married,basic.4y,,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
48,blue-collar,married,basic.4y,,yes,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
54,blue-collar,married,professional.course,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
71,retired,married,high.school,no,no,no,cellular,sep,mon,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6
45,admin.,divorced,high.school,no,no,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
24,student,single,,no,no,no,cellular,oct,fri,4,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5
32,technician,married,professional.course,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
44,services,married,,no,yes,yes,telephone,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
36,technician,married,professional.course,no,yes,no,telephone,may,wed,4,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1
51,entrepreneur,single,basic.9y,no,no,yes,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
28,blue-collar,married,basic.9y,,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
57,blue-collar,married,basic.9y,,no,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
44,blue-collar,married,basic.4y,,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
30,blue-collar,married,basic.6y,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
44,entrepreneur,married,professional.course,no,no,yes,telephone,jun,wed,14,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
24,services,single,high.school,no,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
50,admin.,married,high.school,no,no,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
46,entrepreneur,married,professional.course,no,yes,yes,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
27,student,single,university.degree,no,yes,yes,cellular,apr,tue,2,999,1,failure,-1.8,93.749,-34.6,0.646,5008.7
31,admin.,single,basic.9y,no,no,no,telephone,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
35,admin.,married,high.school,,no,yes,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
38,blue-collar,divorced,high.school,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
27,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
38,technician,divorced,high.school,,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
29,admin.,married,high.school,,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
48,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
41,admin.,married,university.degree,no,no,no,cellular,aug,thu,13,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
42,blue-collar,single,,,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
56,blue-collar,married,,,yes,yes,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
34,admin.,single,university.degree,no,no,no,telephone,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
30,admin.,married,high.school,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
45,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
47,admin.,married,basic.9y,no,yes,yes,telephone,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
29,technician,single,university.degree,no,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
57,management,married,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
29,admin.,married,high.school,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
26,student,single,high.school,no,no,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
41,technician,married,basic.9y,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
31,technician,married,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
46,admin.,married,university.degree,no,,,cellular,dec,fri,10,999,0,nonexistent,-3.0,92.713,-33.0,0.718,5023.5
43,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,1,999,2,failure,-1.8,92.893,-46.2,1.344,5099.1
56,blue-collar,divorced,basic.6y,,no,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
41,technician,divorced,professional.course,no,yes,yes,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
58,entrepreneur,married,university.degree,no,no,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
32,admin.,single,high.school,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
33,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
